id,collection_id,nft_id,timestamp,is_auctioned,list_price,owner_address
"c8913aa0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c88d6a10-027a-11ed-8000-010000000000","2022-06-15T13:40:00.000Z",false,35000000000,"0x33e57dcb9b35c9abb3504edaa3e174b09df13bd0"
"c8a0a3f0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c89cd360-027a-11ed-8000-010000000000","2022-06-25T21:33:00.000Z",false,5000000000,"0x8e95ae0f6e2eb6ae9b7ef88a5420448aae0cfdbb"
"c92defd0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c92a1f40-027a-11ed-8000-010000000000","2022-06-22T11:25:00.000Z",false,4150000000,"0x29090089de59df8193a87b6b45106cc557dd4de3"
"c944fa40-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c94129b0-027a-11ed-8000-010000000000","2022-05-31T21:11:00.000Z",false,7990000000,"0xece6747409cf8bfad5eb4d9c7055fe73fc7dfbe8"
"c9546390-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c9509300-027a-11ed-8000-010000000000","2022-06-11T21:34:00.000Z",false,9000000000,"0xd01b12676ffab2cfa62a9343b586034820dee098"
"c989f280-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c98621f0-027a-11ed-8000-010000000000","2022-06-15T13:38:00.000Z",false,5000000000,"0x33e57dcb9b35c9abb3504edaa3e174b09df13bd0"
"c9bbb0e0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c9b7e050-027a-11ed-8000-010000000000","2022-08-09T05:07:00.000Z",false,9900000000,"0x7887bff39a035afe279d6e7c9cf826e368bd7e47"
"c9d2bb50-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c9ceeac0-027a-11ed-8000-010000000000","2022-06-04T08:08:00.000Z",false,10000000000,"0x1ca7d6d68183745c2b6be4da252bcc1d5f917386"
"c9ed9650-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","c9e9c5c0-027a-11ed-8000-010000000000","2022-06-07T17:41:00.000Z",false,550000000000,"0x3dd5c1670c9f6481ec29074e6f325334851d2239"
"ca26f5d0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","ca232540-027a-11ed-8000-010000000000","2022-06-04T08:06:00.000Z",false,10000000000,"0x1ca7d6d68183745c2b6be4da252bcc1d5f917386"
"ca41d0d0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","ca3e0040-027a-11ed-8000-010000000000","2022-07-29T11:34:00.000Z",false,3550000000,"0xf6fed7654a2e6e3a023ceb5afda6053024d2b94b"
"ca6fbea0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","ca6bee10-027a-11ed-8000-010000000000","2022-05-17T15:13:00.000Z",false,10000000000,"0x9435428f0a16cbbc32fc554348bac4a03a29b69b"
"ca8e6a30-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","ca8a99a0-027a-11ed-8000-010000000000","2022-07-06T19:00:00.000Z",false,3790000000,"0xb66f18208fbe704ec96a1ecc61500ab564d0e2cc"
"cabc5800-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cab88770-027a-11ed-8000-010000000000","2022-04-16T20:44:00.000Z",false,10000000000,"0xac4682ef9fe8c62980cd8bd8d8a3bb100fd652e7"
"cae67540-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cae2a4b0-027a-11ed-8000-010000000000","2022-06-09T14:04:00.000Z",false,7500000000,"0xd6df832d913cb01fa809a56078c7c9e726caa4b5"
"cb0520d0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cb015040-027a-11ed-8000-010000000000","2022-04-16T20:42:00.000Z",false,10000000000,"0xac4682ef9fe8c62980cd8bd8d8a3bb100fd652e7"
"cb091870-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cb0547e0-027a-11ed-8000-010000000000","2022-07-17T20:04:00.000Z",false,555555000000,"0x67eaab9f36a51c242674f91a4dd41d9b819469b7"
"cb23f370-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cb2022e0-027a-11ed-8000-010000000000","2022-06-23T07:50:00.000Z",false,4445000000,"0x3ffb94c3ef42b9bc085cfecee3af7208a1953373"
"cb372d50-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cb335cc0-027a-11ed-8000-010000000000","2022-05-18T04:18:00.000Z",false,5000000000,"0xac4682ef9fe8c62980cd8bd8d8a3bb100fd652e7"
"cb708cd0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cb6cbc40-027a-11ed-8000-010000000000","2022-06-19T11:17:00.000Z",false,6000000000,"0x245f80ad362c0b83633f2d14b9461611e1f59373"
"cb9e7aa0-027a-11ed-8000-010000000000","c85f7c40-027a-11ed-8000-010000000000","cb9aaa10-027a-11ed-8000-010000000000","2022-05-12T16:39:00.000Z",false,44000000000,"0x6889238df0dd5a5052465722dd3f82c5e3f115d2"
